,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
311,C00147,2024-01-22,伊藤 悠真,customer00147@example.jp,千葉県,船橋市,個人,SNS,ブロンズ,有,300万円未満,O000448,C00147,2025-08-22,発送済み,モール,コンビニ払い,千葉県,,259.71,0.0,0.0,259.71
312,C00148,2025-01-19,伊藤 芽依,customer00148@example.jp,福岡県,福岡市,個人,広告検索,シルバー,有,300万円未満,O000135,C00148,2025-01-03,発送済み,モール,スマホ決済,福岡県,WELCOME10,272.5,27.25,0.0,245.25
313,C00148,2025-01-19,伊藤 芽依,customer00148@example.jp,福岡県,福岡市,個人,広告検索,シルバー,有,300万円未満,O000151,C00148,2024-10-26,発送済み,モール,コンビニ払い,福岡県,,1175.0,0.0,0.0,1175.0
314,C00148,2025-01-19,伊藤 芽依,customer00148@example.jp,福岡県,福岡市,個人,広告検索,シルバー,有,300万円未満,O000190,C00148,2024-05-16,返品済み,モバイルアプリ,スマホ決済,福岡県,WELCOME10,755.7,75.57,0.0,680.13
315,C00149,2025-09-07,高橋 葵,customer00149@example.jp,愛知県,豊田市,個人,紹介,シルバー,無,"1,200万円以上",,,,,,,,,,,,
316,C00150,2022-11-03,田中 悠真,customer00150@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,500～800万円,O000297,C00150,2025-12-09,返品済み,モバイルアプリ,銀行振込,愛知県,,82.11,0.0,5.9,88.01
317,C00150,2022-11-03,田中 悠真,customer00150@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,500～800万円,O000393,C00150,2024-01-27,配達完了,ウェブ,スマホ決済,愛知県,,749.76,0.0,0.0,749.76
318,C00150,2022-11-03,田中 悠真,customer00150@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,500～800万円,O000533,C00150,2025-03-17,配達完了,モバイルアプリ,スマホ決済,愛知県,SPRING15,978.3,146.74,0.0,831.56
319,C00150,2022-11-03,田中 悠真,customer00150@example.jp,愛知県,豊田市,中小企業,自然検索,シルバー,有,500～800万円,O000600,C00150,2024-08-08,配達完了,ウェブ,銀行振込,愛知県,B2B5,832.35,41.62,0.0,790.73
320,C00151,2023-01-19,伊藤 葵,customer00151@example.jp,神奈川県,横浜市,個人,提携先,シルバー,有,300～500万円,O000308,C00151,2024-04-22,発送済み,ウェブ,スマホ決済,神奈川県,WELCOME10,408.45,40.84,0.0,367.61
321,C00151,2023-01-19,伊藤 葵,customer00151@example.jp,神奈川県,横浜市,個人,提携先,シルバー,有,300～500万円,O000357,C00151,2024-06-30,処理中,モバイルアプリ,クレジットカード,神奈川県,SPRING15,526.93,79.04,0.0,447.89
322,C00151,2023-01-19,伊藤 葵,customer00151@example.jp,神奈川県,横浜市,個人,提携先,シルバー,有,300～500万円,O000363,C00151,2024-02-17,配達完了,モール,スマホ決済,神奈川県,B2B5,1087.84,54.39,0.0,1033.45
323,C00151,2023-01-19,伊藤 葵,customer00151@example.jp,神奈川県,横浜市,個人,提携先,シルバー,有,300～500万円,O000489,C00151,2025-10-08,配達完了,ウェブ,銀行振込,神奈川県,,785.39,0.0,0.0,785.39
324,C00152,2022-05-24,山本 湊,customer00152@example.jp,東京都,新宿区,個人,提携先,シルバー,有,500～800万円,O000266,C00152,2025-01-29,配達完了,ウェブ,クレジットカード,東京都,,1367.14,0.0,0.0,1367.14
325,C00152,2022-05-24,山本 湊,customer00152@example.jp,東京都,新宿区,個人,提携先,シルバー,有,500～800万円,O000272,C00152,2024-02-24,配達完了,モバイルアプリ,クレジットカード,東京都,,612.29,0.0,0.0,612.29
326,C00153,2025-09-27,伊藤 芽依,customer00153@example.jp,千葉県,千葉市,中小企業,店頭,ブロンズ,有,"800～1,200万円",O000377,C00153,2025-12-06,配達完了,モール,クレジットカード,千葉県,,1157.58,0.0,0.0,1157.58
327,C00153,2025-09-27,伊藤 芽依,customer00153@example.jp,千葉県,千葉市,中小企業,店頭,ブロンズ,有,"800～1,200万円",O000443,C00153,2024-04-16,処理中,ウェブ,スマホ決済,千葉県,,483.47,0.0,0.0,483.47
328,C00154,2024-09-11,伊藤 葵,customer00154@example.jp,東京都,新宿区,個人,SNS,プラチナ,有,300～500万円,O000281,C00154,2025-04-28,発送済み,モバイルアプリ,クレジットカード,東京都,,888.08,0.0,0.0,888.08
329,C00154,2024-09-11,伊藤 葵,customer00154@example.jp,東京都,新宿区,個人,SNS,プラチナ,有,300～500万円,O000404,C00154,2025-11-30,配達完了,ウェブ,銀行振込,東京都,B2B5,863.74,43.19,0.0,820.55
330,C00154,2024-09-11,伊藤 葵,customer00154@example.jp,東京都,新宿区,個人,SNS,プラチナ,有,300～500万円,O000491,C00154,2025-03-04,発送済み,モバイルアプリ,クレジットカード,東京都,,191.39,0.0,0.0,191.39
331,C00155,2024-07-07,山本 さくら,customer00155@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300万円未満,O000263,C00155,2024-11-15,配達完了,モバイルアプリ,クレジットカード,東京都,,574.22,0.0,0.0,574.22
332,C00155,2024-07-07,山本 さくら,customer00155@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300万円未満,O000346,C00155,2024-12-21,配達完了,営業担当,スマホ決済,東京都,B2B5,1167.52,58.38,0.0,1109.14
333,C00155,2024-07-07,山本 さくら,customer00155@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300万円未満,O000482,C00155,2024-12-23,配達完了,ウェブ,スマホ決済,東京都,FREESHIP,707.82,0.0,0.0,707.82
334,C00155,2024-07-07,山本 さくら,customer00155@example.jp,東京都,渋谷区,中小企業,SNS,ブロンズ,有,300万円未満,O000686,C00155,2025-02-01,配達完了,ウェブ,銀行振込,東京都,,1115.86,0.0,0.0,1115.86
335,C00156,2022-07-14,伊藤 悠真,customer00156@example.jp,神奈川県,相模原市,中小企業,提携先,ブロンズ,有,"1,200万円以上",,,,,,,,,,,,
336,C00157,2022-08-25,中村 芽依,customer00157@example.jp,東京都,新宿区,個人,広告検索,ブロンズ,有,300～500万円,O000025,C00157,2024-01-05,配達完了,モール,銀行振込,東京都,WELCOME10,623.04,62.3,0.0,560.74
337,C00157,2022-08-25,中村 芽依,customer00157@example.jp,東京都,新宿区,個人,広告検索,ブロンズ,有,300～500万円,O000034,C00157,2025-04-13,発送済み,営業担当,クレジットカード,東京都,,1206.95,0.0,0.0,1206.95
338,C00157,2022-08-25,中村 芽依,customer00157@example.jp,東京都,新宿区,個人,広告検索,ブロンズ,有,300～500万円,O000474,C00157,2024-10-27,キャンセル,モバイルアプリ,クレジットカード,東京都,,884.62,0.0,0.0,884.62
339,C00157,2022-08-25,中村 芽依,customer00157@example.jp,東京都,新宿区,個人,広告検索,ブロンズ,有,300～500万円,O000570,C00157,2024-03-28,配達完了,モール,クレジットカード,東京都,,425.19,0.0,0.0,425.19
340,C00158,2023-10-07,田中 芽依,customer00158@example.jp,大阪府,堺市,個人,SNS,シルバー,有,300～500万円,O000232,C00158,2024-08-26,配達完了,モバイルアプリ,コンビニ払い,大阪府,,1000.95,0.0,0.0,1000.95
341,C00158,2023-10-07,田中 芽依,customer00158@example.jp,大阪府,堺市,個人,SNS,シルバー,有,300～500万円,O000506,C00158,2025-04-21,配達完了,モバイルアプリ,クレジットカード,大阪府,,1157.57,0.0,0.0,1157.57
342,C00159,2023-01-17,渡辺 芽依,customer00159@example.jp,神奈川県,藤沢市,個人,自然検索,シルバー,有,300～500万円,O000016,C00159,2025-05-23,配達完了,ウェブ,クレジットカード,神奈川県,FREESHIP,1331.1,0.0,0.0,1331.1
343,C00159,2023-01-17,渡辺 芽依,customer00159@example.jp,神奈川県,藤沢市,個人,自然検索,シルバー,有,300～500万円,O000071,C00159,2024-04-29,配達完了,ウェブ,スマホ決済,神奈川県,FREESHIP,1291.87,0.0,0.0,1291.87
344,C00160,2025-10-22,高橋 大和,customer00160@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,500～800万円,O000341,C00160,2025-09-26,配達完了,ウェブ,銀行振込,東京都,WELCOME10,542.18,54.22,0.0,487.96
345,C00160,2025-10-22,高橋 大和,customer00160@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,500～800万円,O000344,C00160,2025-02-21,配達完了,モバイルアプリ,請求書払い,東京都,,757.72,0.0,0.0,757.72
346,C00160,2025-10-22,高橋 大和,customer00160@example.jp,東京都,渋谷区,個人,自然検索,ブロンズ,有,500～800万円,O000396,C00160,2024-11-20,キャンセル,モール,スマホ決済,東京都,,129.79,0.0,5.9,135.69
347,C00161,2025-02-06,田中 大和,customer00161@example.jp,神奈川県,横浜市,中小企業,自然検索,ブロンズ,有,300万円未満,O000225,C00161,2024-10-08,処理中,ウェブ,スマホ決済,神奈川県,,135.67,0.0,5.9,141.57
348,C00162,2022-06-13,山本 結菜,customer00162@example.jp,北海道,函館市,中小企業,広告検索,ゴールド,有,300～500万円,O000043,C00162,2024-07-08,配達完了,ウェブ,銀行振込,北海道,WELCOME10,649.3,64.93,0.0,584.37
349,C00162,2022-06-13,山本 結菜,customer00162@example.jp,北海道,函館市,中小企業,広告検索,ゴールド,有,300～500万円,O000164,C00162,2024-12-14,配達完了,ウェブ,銀行振込,北海道,,788.75,0.0,0.0,788.75
350,C00162,2022-06-13,山本 結菜,customer00162@example.jp,北海道,函館市,中小企業,広告検索,ゴールド,有,300～500万円,O000265,C00162,2024-02-03,処理中,ウェブ,クレジットカード,北海道,,727.68,0.0,0.0,727.68
351,C00162,2022-06-13,山本 結菜,customer00162@example.jp,北海道,函館市,中小企業,広告検索,ゴールド,有,300～500万円,O000602,C00162,2024-01-05,配達完了,ウェブ,コンビニ払い,北海道,,884.03,0.0,0.0,884.03
352,C00163,2025-06-28,山本 さくら,customer00163@example.jp,大阪府,堺市,個人,SNS,プラチナ,有,500～800万円,O000138,C00163,2025-09-20,配達完了,ウェブ,コンビニ払い,大阪府,,146.62,0.0,5.9,152.52
353,C00163,2025-06-28,山本 さくら,customer00163@example.jp,大阪府,堺市,個人,SNS,プラチナ,有,500～800万円,O000257,C00163,2025-10-21,配達完了,ウェブ,クレジットカード,大阪府,,52.85,0.0,5.9,58.75
354,C00164,2025-04-23,渡辺 凛,customer00164@example.jp,東京都,千代田区,個人,SNS,ゴールド,有,500～800万円,O000368,C00164,2024-09-11,配達完了,モール,スマホ決済,東京都,,169.12,0.0,0.0,169.12
355,C00164,2025-04-23,渡辺 凛,customer00164@example.jp,東京都,千代田区,個人,SNS,ゴールド,有,500～800万円,O000423,C00164,2024-05-04,キャンセル,モール,コンビニ払い,東京都,WELCOME10,550.17,55.02,0.0,495.15
356,C00165,2023-08-06,伊藤 結菜,customer00165@example.jp,神奈川県,川崎市,個人,SNS,ゴールド,無,500～800万円,,,,,,,,,,,,
357,C00166,2023-07-21,中村 陽翔,customer00166@example.jp,神奈川県,川崎市,個人,広告検索,シルバー,有,300～500万円,O000326,C00166,2024-12-06,配達完了,モバイルアプリ,クレジットカード,神奈川県,,507.31,0.0,0.0,507.31
358,C00166,2023-07-21,中村 陽翔,customer00166@example.jp,神奈川県,川崎市,個人,広告検索,シルバー,有,300～500万円,O000394,C00166,2025-04-04,配達完了,ウェブ,スマホ決済,神奈川県,,1006.07,0.0,0.0,1006.07
359,C00166,2023-07-21,中村 陽翔,customer00166@example.jp,神奈川県,川崎市,個人,広告検索,シルバー,有,300～500万円,O000556,C00166,2024-06-11,配達完了,営業担当,クレジットカード,神奈川県,,961.81,0.0,0.0,961.81
360,C00167,2023-09-14,田中 結菜,customer00167@example.jp,神奈川県,横浜市,大企業,広告検索,シルバー,有,"800～1,200万円",O000202,C00167,2024-01-20,返品済み,ウェブ,スマホ決済,神奈川県,,784.77,0.0,0.0,784.77
361,C00167,2023-09-14,田中 結菜,customer00167@example.jp,神奈川県,横浜市,大企業,広告検索,シルバー,有,"800～1,200万円",O000530,C00167,2025-08-11,発送済み,モール,クレジットカード,神奈川県,WELCOME10,1058.77,105.88,0.0,952.89
362,C00168,2022-10-01,鈴木 結菜,customer00168@example.jp,東京都,世田谷区,大企業,SNS,ブロンズ,有,300万円未満,O000146,C00168,2025-03-21,発送済み,ウェブ,スマホ決済,東京都,WELCOME10,723.61,72.36,0.0,651.25
363,C00168,2022-10-01,鈴木 結菜,customer00168@example.jp,東京都,世田谷区,大企業,SNS,ブロンズ,有,300万円未満,O000200,C00168,2025-06-20,配達完了,ウェブ,銀行振込,東京都,FREESHIP,1132.13,0.0,0.0,1132.13
364,C00168,2022-10-01,鈴木 結菜,customer00168@example.jp,東京都,世田谷区,大企業,SNS,ブロンズ,有,300万円未満,O000230,C00168,2024-08-27,配達完了,モバイルアプリ,スマホ決済,東京都,,299.77,0.0,0.0,299.77
365,C00168,2022-10-01,鈴木 結菜,customer00168@example.jp,東京都,世田谷区,大企業,SNS,ブロンズ,有,300万円未満,O000708,C00168,2024-06-06,配達完了,営業担当,銀行振込,東京都,,700.49,0.0,0.0,700.49
366,C00169,2023-01-06,佐藤 芽依,customer00169@example.jp,愛知県,豊田市,個人,SNS,ブロンズ,有,"800～1,200万円",O000009,C00169,2025-03-31,返品済み,モール,クレジットカード,愛知県,,853.33,0.0,0.0,853.33
367,C00169,2023-01-06,佐藤 芽依,customer00169@example.jp,愛知県,豊田市,個人,SNS,ブロンズ,有,"800～1,200万円",O000422,C00169,2024-11-26,配達完了,モバイルアプリ,スマホ決済,愛知県,WELCOME10,738.5,73.85,0.0,664.65
368,C00169,2023-01-06,佐藤 芽依,customer00169@example.jp,愛知県,豊田市,個人,SNS,ブロンズ,有,"800～1,200万円",O000666,C00169,2024-07-26,発送済み,モバイルアプリ,銀行振込,愛知県,,732.93,0.0,0.0,732.93
369,C00170,2024-05-05,高橋 陽葵,customer00170@example.jp,神奈川県,藤沢市,個人,広告検索,シルバー,有,500～800万円,O000060,C00170,2025-07-19,配達完了,ウェブ,スマホ決済,神奈川県,B2B5,687.33,34.37,0.0,652.96
370,C00170,2024-05-05,高橋 陽葵,customer00170@example.jp,神奈川県,藤沢市,個人,広告検索,シルバー,有,500～800万円,O000062,C00170,2025-02-19,配達完了,モバイルアプリ,クレジットカード,神奈川県,,476.56,0.0,0.0,476.56
371,C00170,2024-05-05,高橋 陽葵,customer00170@example.jp,神奈川県,藤沢市,個人,広告検索,シルバー,有,500～800万円,O000309,C00170,2024-09-08,配達完了,モバイルアプリ,クレジットカード,神奈川県,VIP20,959.55,191.91,0.0,767.64
372,C00171,2023-11-24,山本 凛,customer00171@example.jp,愛知県,豊田市,大企業,広告検索,ブロンズ,有,500～800万円,,,,,,,,,,,,
373,C00172,2023-05-16,佐藤 芽依,customer00172@example.jp,福岡県,北九州市,個人,SNS,ブロンズ,有,300～500万円,O000470,C00172,2024-11-04,配達完了,モバイルアプリ,スマホ決済,福岡県,,1372.59,0.0,0.0,1372.59
374,C00172,2023-05-16,佐藤 芽依,customer00172@example.jp,福岡県,北九州市,個人,SNS,ブロンズ,有,300～500万円,O000477,C00172,2024-01-01,キャンセル,モール,銀行振込,福岡県,WELCOME10,1132.39,113.24,0.0,1019.15
375,C00173,2023-12-23,渡辺 芽依,customer00173@example.jp,愛知県,岡崎市,個人,紹介,シルバー,有,300万円未満,O000696,C00173,2024-07-20,配達完了,モバイルアプリ,スマホ決済,愛知県,,402.17,0.0,0.0,402.17
376,C00174,2025-12-11,伊藤 結菜,customer00174@example.jp,神奈川県,横浜市,個人,SNS,ブロンズ,有,300万円未満,O000049,C00174,2025-05-24,処理中,モバイルアプリ,銀行振込,神奈川県,B2B5,621.13,31.06,0.0,590.07
377,C00174,2025-12-11,伊藤 結菜,customer00174@example.jp,神奈川県,横浜市,個人,SNS,ブロンズ,有,300万円未満,O000531,C00174,2024-07-22,処理中,モバイルアプリ,スマホ決済,神奈川県,,697.73,0.0,0.0,697.73
378,C00175,2023-12-22,山本 結菜,customer00175@example.jp,愛知県,豊田市,個人,提携先,ブロンズ,有,500～800万円,,,,,,,,,,,,
379,C00176,2022-05-27,田中 陽翔,customer00176@example.jp,千葉県,柏市,大企業,提携先,ブロンズ,有,"800～1,200万円",O000541,C00176,2025-01-15,返品済み,ウェブ,コンビニ払い,千葉県,B2B5,1090.77,54.54,0.0,1036.23
380,C00176,2022-05-27,田中 陽翔,customer00176@example.jp,千葉県,柏市,大企業,提携先,ブロンズ,有,"800～1,200万円",O000543,C00176,2025-08-04,配達完了,モバイルアプリ,銀行振込,千葉県,,142.16,0.0,5.9,148.06
381,C00176,2022-05-27,田中 陽翔,customer00176@example.jp,千葉県,柏市,大企業,提携先,ブロンズ,有,"800～1,200万円",O000606,C00176,2025-05-18,返品済み,ウェブ,スマホ決済,千葉県,FREESHIP,699.09,0.0,0.0,699.09
382,C00177,2023-04-07,伊藤 凛,customer00177@example.jp,神奈川県,藤沢市,個人,SNS,ブロンズ,有,300～500万円,O000096,C00177,2025-11-28,配達完了,ウェブ,スマホ決済,神奈川県,,205.84,0.0,0.0,205.84
383,C00177,2023-04-07,伊藤 凛,customer00177@example.jp,神奈川県,藤沢市,個人,SNS,ブロンズ,有,300～500万円,O000198,C00177,2025-01-20,配達完了,ウェブ,銀行振込,神奈川県,SPRING15,1443.53,216.53,0.0,1227.0
384,C00177,2023-04-07,伊藤 凛,customer00177@example.jp,神奈川県,藤沢市,個人,SNS,ブロンズ,有,300～500万円,O000294,C00177,2024-01-07,返品済み,モバイルアプリ,コンビニ払い,神奈川県,VIP20,1442.71,288.54,0.0,1154.17
